ts_code,symbol,name,enname,aliases
VXB.VN,VXB.VN,Công ty Cổ phần Vật liệu xây dựng Bến Tre,VLXD Bến Tre,
VXP.VN,VXP.VN,Công ty Cổ phần Thuốc Thú y Trung ương VETVACO,Thuốc Thú y Trung ương VETVACO,
VXT.VN,VXT.VN,Công ty Cổ phần Kho vận và dịch vụ thương mại,Kho vận và DV Thương mại,
WCS.VN,WCS.VN,Công ty Cổ phần Bến xe Miền Tây,Bến xe Miền Tây,
WSB.VN,WSB.VN,Công ty Cổ phần Bia Sài Gòn - Miền Tây,Bia Sài Gòn - Miền Tây,
WSS.VN,WSS.VN,Công ty Cổ phần Chứng khoán Phố Wall,Chứng khoán Phố Wall,
WTC.VN,WTC.VN,Công ty Cổ phần Vận tải thủy - Vinacomin,Vận tải thủy Vinacomin,
X20.VN,X20.VN,Công ty Cổ phần X20,May mặc X20,
X26.VN,X26.VN,Công ty Cổ phần 26,Công ty 26,
X77.VN,X77.VN,Công ty Cổ phần Thành An 77,Thành An 77,
XDH.VN,XDH.VN,Công ty Cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,Đầu tư XD Dân dụng Hà Nội,
XHC.VN,XHC.VN,Công ty Cổ phần Xuân Hòa Việt Nam,Nội thất Xuân Hòa,
XLV.VN,XLV.VN,Công ty Cổ phần Xây lắp và Dịch vụ Sông Đà,XL và DV Sông Đà,
XMC.VN,XMC.VN,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,Bê tông Xuân Mai,
XMD.VN,XMD.VN,Công ty Cổ phần Xuân Mai - Đạo Tú,Xuân Mai - Đạo Tú,
XMP.VN,XMP.VN,Công ty Cổ phần Thủy điện Xuân Minh,Thủy điện Xuân Minh,
XPH.VN,XPH.VN,Công ty Cổ phần Xà phòng Hà Nội,Xà phòng Hà Nội,
YBC.VN,YBC.VN,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái,Xi măng và Khoáng sản Yên Bái,
YBM.VN,YBM.VN,Công ty Cổ phần Khoáng sản Công nghiệp Yên Bái,Khoáng sản CN Yên Bái,
YEG.VN,YEG.VN,Công ty Cổ phần Tập đoàn Yeah1,Tập đoàn Yeah1,
YTC.VN,YTC.VN,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,XNK Y tế TP.HCM,
